weekly_hours,avg_safar_score,claims_history
89.36721994084101,44.34597238703351,1
77.48225968576732,23.8478443631072,0
53.64368019746534,55.260309460957735,0
36.52200680830155,52.91722613889416,1
45.11818373447624,48.255358910017954,0
17.425175778203634,56.598003250736106,0
57.738441224300075,39.47129116889808,1
28.616314427466456,21.074634351678185,0
72.3111631751454,31.884607392291272,0
14.979664830934187,1.546130443530025,0
29.2047222111313,51.65754069060954,0
41.0112169945603,44.00961833682932,0
40.017744988599105,57.910535331016355,0
27.30330052166042,56.303402316000216,0
40.8123446860496,37.65288789928114,0
36.20970996754465,32.63228148295531,1
40.92184867007755,33.1837607131729,0
31.103120933293916,73.72628061188666,0
62.329637790959985,42.729966849681944,0
45.541493570685184,40.898128054400416,0
31.836162410060307,49.3717172412201,0
51.0959754363406,21.202544203910296,2
29.070461645406898,39.04188678978433,0
29.444241004729285,32.150294546723,0
16.279996629171002,29.004943435814162,0
46.90066982255851,41.067838788982414,1
42.29660381008576,45.70860371439743,1
25.648801815929207,26.175914376965068,0
25.30070892304418,39.516103139807,0
47.305235699827215,46.199688778603885,0
32.44739250393195,51.77387317868443,0
47.34550591923966,40.907369892529886,0
16.842234852144728,49.95047330899945,0
21.50435798303341,39.71619994147108,1
59.39731570062459,64.22211079222956,0
43.582436648241305,53.1602700954914,0
53.191052528372765,34.932452852122736,1
32.48580707623324,37.57010371619504,1
26.932909944868065,50.88424583075352,1
57.49987725730975,37.12451162986722,0
7.840719691005544,16.0491490523957,2
38.21196891589813,49.435834400683376,0
51.896452540575844,39.25040888648505,0
32.3490787560627,55.19794881945092,0
93.65450018716905,45.61260116359359,0
38.70582820430047,54.68840946607043,0
47.4269319818956,82.78552376642477,0
25.795342470333534,64.23119610665566,0
77.44458310738666,39.73950377946217,1
40.6619084090863,51.347504727820585,0
33.24684646293848,46.7641540023992,0
39.68693669541677,49.02599311037211,0
20.193774363437534,21.486222481507568,0
49.94503944776745,60.816210152246555,0
29.440436726077678,10.420813699104976,1
45.44631397768814,44.74306664014013,0
16.58890550972919,18.65024101495907,0
19.678444535627346,34.447827473102,0
40.401430953605825,48.14471069459191,0
73.86496742093638,58.029366600952116,0
15.457244212784731,60.329869249398236,0
28.93658457908956,42.10452723867781,1
21.229820626147347,59.85774736314759,0
32.10808509612109,44.060744075722724,1
39.263885236099625,34.317152954042115,0
34.46708538391479,50.599576311251525,0
12.333099494718853,31.237511363808466,0
16.88001065898851,43.002122562921606,0
21.48736533042418,37.81944520140336,1
30.43260798078565,21.749374446063065,1
26.14480259930341,49.9435252348501,0
31.02358818887726,47.1599534694986,0
36.51002046541812,62.2576735583356,2
32.99324635420156,16.97300607483666,0
80.39194681582389,34.30056837681604,0
81.6505476730706,61.91998485396751,0
39.79298017356338,52.94355139929746,2
27.729170236040126,55.86558807230527,0
32.78860551882808,66.77620383477462,1
42.77046159544087,33.533388880046914,1
24.12621618842124,32.036961838958185,0
43.106194323843795,57.8391744863986,1
33.57780697471755,54.50645328484682,0
75.30509199013424,43.12188580469924,2
23.822245772840574,42.69448306442266,0
66.35099116862422,30.435472187349315,0
42.92135992782033,68.67699625629967,0
26.93741023577943,75.39684196634363,1
52.19363245767753,61.75655687290693,0
8.63496015661558,54.79368393319824,1
30.301855163927037,53.84821549255401,1
34.126059746275665,49.965123517964386,4
27.493737161966315,18.560876785211317,0
58.715322414460495,37.863075440411585,1
89.78951168146979,57.29678902982118,0
23.99501526557434,32.29541849196822,1
56.61474290749136,47.33139948777738,1
39.06773028599155,62.35433836276236,0
54.12396520723832,62.59483165842208,0
42.373372536384274,59.057584093312975,0
34.907242081281254,49.25532564728229,0
100.0,56.96679717584433,0
41.130618894431244,41.37906934700024,0
56.25650509036873,70.54627130339611,1
27.737394323203457,21.138435065438003,0
72.89314424356724,46.01916142938787,2
38.28322155891031,37.93262474646263,4
19.568714158352307,55.23615815342537,0
31.81955618771542,39.90761320172396,1
40.73390223255474,81.27190982884738,0
39.797110938696555,58.735829162489615,0
36.25456909284627,30.021078315740922,0
39.139724809122725,5.009320326893942,1
22.971095522492025,27.930765232012295,0
38.46678445372986,53.422083531669514,1
29.97103689023782,41.050905820867776,1
47.44181815113143,36.394222354321464,0
39.469077142762494,34.14916196513306,0
28.424604627176606,57.447395487436424,0
48.585791938559176,40.033245619429806,0
58.257774809680626,38.47303964952325,2
43.78195721433795,59.91747602118049,0
25.88350575039946,68.43018565438884,0
84.21186615379581,28.291948178115998,0
37.051730114634935,62.67211613938712,0
43.150200782566614,43.34289743755358,1
15.117833240206485,58.7728516803031,1
39.04253520843371,54.833691492763855,1
53.69887417001834,45.30046196282248,0
33.40782571333276,45.93538789222621,1
46.132977025454686,55.02406827607152,0
46.79515621849463,28.55269649220773,0
55.57443990458395,27.858012858510858,0
37.61854592253571,76.21370796661995,0
31.172453629759136,62.51544467266837,0
20.785892315687096,59.88669975043436,0
47.016092925676816,42.65771405960019,1
81.54352703453246,20.41702917237245,0
26.235109441880347,37.04671117996981,0
52.12709265144538,51.150917660780365,1
76.23550312540938,62.26230071128714,0
27.783075291623597,51.42494109308577,0
59.15743691639118,51.84430622483417,1
19.43885242332379,42.42877527301988,0
59.481133893028066,54.746009185387805,0
15.413975742188663,31.363732419394417,1
12.420609284822042,46.86355773368369,1
24.026897714446637,41.55911816751269,0
47.65198355625665,66.68103863212295,0
40.81243966489733,2.164868083049221,1
60.23761956034528,42.72463718208497,0
37.00903568524525,48.73840077590963,1
22.688002839894157,17.196883837282048,0
41.42401850787457,56.10766051900481,0
49.78062460495761,43.02599139340343,2
46.200919052998536,30.690706501225222,0
47.13189304650001,60.27759076757318,0
52.68473379757552,33.84275730431177,0
38.430952677619,57.12829618179566,0
60.231413946530544,47.799571547141646,0
17.93691007674933,38.85034643054096,1
61.718478962259276,29.859753480755504,1
60.686638729781585,34.29777837213736,1
37.22264440748242,58.19683674684876,0
44.09957223925917,62.29559208614501,0
48.414420033536096,55.42350535095915,2
100.0,44.56231223902364,0
35.75060008632074,55.39325703076262,0
36.462374192466356,49.74564027289304,0
21.537286784553924,35.970915932293714,1
71.74226014223532,31.260303399158943,0
46.54802866012733,40.29610293103766,1
32.7498153717892,35.48052111506204,1
39.2551298336218,46.947552974659594,1
55.220836543989996,69.09302015067776,0
40.64021071623257,49.198095472152914,1
46.41008228700698,67.03790597956856,2
23.368717463216434,45.00784167380453,0
24.841845904474006,42.48342710498449,0
64.444302179847,22.274557024430077,2
28.434455292926636,54.5968553616433,0
51.71993488768994,35.158620286114285,1
25.078703310747564,32.09054771524738,1
14.066080637159901,29.802598490693363,0
59.47033676635639,50.30836410321289,0
30.168035071649697,36.3311935586204,1
75.55577355454805,69.7006657021139,1
27.09063255931369,61.78520983546058,0
19.825480153015256,36.98783775378198,0
25.912510456987953,9.387956942617251,0
39.104001195122386,46.77570474104135,0
98.77427454321708,40.34927763647309,0
70.60772326277029,58.3488757537675,0
58.76453173159759,45.20191447464714,0
76.33914408342177,62.26424371149501,0
36.1010605418643,52.39912927256863,2
30.37407611285227,25.849779022548603,1
60.77434696211006,33.79586865299555,1
38.03418230247256,38.18322688489779,0
25.392671489386174,42.4731958659333,1
5.737684224239222,40.955290291361614,0
24.07472492376089,55.7764474468226,1
48.183261169997884,52.542084416409295,0
25.444848504423113,38.68291179257148,0
55.354002406547615,54.94128922769077,0
19.333003554583364,27.433017338204472,0
24.409278885178047,55.48711774105351,3
76.67185388975724,58.03444646874074,0
58.47259690095122,49.132465843334586,0
39.31470891946189,52.88534675870167,0
39.29108607163198,54.85699179866212,0
26.110018289914343,60.71578341054942,0
65.09635431706926,56.127296841274955,0
65.62051702738772,63.112511310578995,0
35.89743027190774,21.405909867486915,0
35.51983416054069,46.98658956538656,0
29.562925602432756,44.31080440160183,1
43.52066698137037,47.28375192893836,1
14.57055117255671,58.514001963213005,1
37.429964428059854,46.93491241856209,0
58.93865571954143,46.32842915773,0
41.357306710615994,52.00552188476388,2
52.03624376245066,22.40095622312132,0
45.57044270153496,68.34041155491235,0
42.09759342157193,43.428710539660095,0
38.8020124072384,67.1552299710869,1
55.487531103668374,32.18078684070002,0
34.78573299428596,31.31466117007657,0
23.60038458954295,41.586560432754936,0
68.33706814762277,45.53718994828775,0
53.021968851239045,37.38394089763155,0
13.664030282840292,32.93226096692262,0
43.904928908189326,50.55755304023176,1
12.930325914156775,66.74698717413006,0
20.212825095199477,69.88819877680339,1
46.03338895324473,40.59955093678785,0
67.02542893697844,28.809562703894102,0
90.06104930071676,41.057026536746825,0
76.85601747050536,70.67238639982041,0
16.328075237716817,60.431305204876885,0
81.43322911033998,50.78533761992374,0
55.43134454002293,37.994480076535766,1
57.46963829517604,58.679641931457446,2
28.853618013500395,78.93949212707307,1
48.060680529148776,42.85908160248704,0
46.43181990218142,15.446193008714097,1
47.764499976069025,29.60762796205415,0
51.63836189442085,45.93768205532064,0
38.4393919742719,42.66475000460191,0
34.83075514682275,65.40843498264977,0
40.35817026744563,36.12618481438394,0
63.52893169872895,42.383431245668376,1
57.08364006510689,35.288154277155336,1
61.93397112396156,56.68478489974602,0
46.537960101406846,32.092722691679064,0
24.486524118558123,41.477553098641295,2
29.403399607359646,22.148104878097996,0
56.8568130733148,37.07051006556739,1
64.73185122240601,69.94151167796778,0
60.79137875515355,71.63763411531474,0
40.480214991009106,55.10877709468849,1
43.15374601782796,51.61777017711878,0
40.98764642965508,35.56124014586808,0
18.229601029153322,47.985478549422496,1
23.046004657562307,47.48552474279493,2
50.73383129976751,45.260868866134615,0
33.64638105084658,57.09866351433807,1
12.714968836863788,30.848397410340155,0
41.36560436791362,83.43066823248556,2
24.058780432504104,69.37176516813388,0
22.485710196927844,32.820327568256545,0
17.925717754144646,46.61347251554693,2
70.82138640063678,36.017686575543905,1
26.79722787489938,54.54268972015838,0
10.528860198982265,43.661802925205386,1
24.032730382523475,16.774441705971828,1
51.004179939955684,31.18584186000133,1
45.58871026847433,64.89733026581641,0
60.941454802307554,41.717043184915696,0
47.40138705208492,41.57997423786827,1
8.958341521323542,55.0375483416364,1
33.268509786884685,59.09931534916971,1
31.958188339021607,43.66369946412609,0
22.794666815743817,12.51005149107614,0
17.929623858200394,32.95397785635526,0
49.56630128642215,12.840460400350864,1
37.44147019944772,24.006260012594737,0
21.12461816238481,46.156272361425074,1
16.799984922249696,45.69335841479266,0
56.009634460540276,64.1311490291781,0
51.53837683869709,44.50873676284962,0
52.176637332285246,31.828078546453376,2
50.59036195380632,63.04375962894631,0
50.5707295361865,71.26714102008282,1
47.97768255983204,58.748613725625034,0
28.326061277836807,43.991124909586425,0
50.22259651527723,40.37957459602463,1
40.10982224295844,27.12643401386238,1
24.405421655192615,33.14826210486529,1
37.782144299905966,38.27474144233214,1
64.73457377225104,25.13583438847024,0
43.31234933630157,39.97606560854826,2
45.84457552861749,40.77589178318696,0
21.979764931309198,64.11585603314182,1
25.15653180543542,20.714447207670897,2
40.171502832920496,47.58623082939055,0
35.05914175986545,24.58522307842849,1
32.54284821280059,15.660243347429653,0
22.148202088456223,37.586122035778125,0
24.883395259252573,45.28303762335261,0
17.28852538923894,64.08334439338574,0
29.410758612075444,40.96128999686182,0
35.17144114861829,36.92260538325839,0
36.39582180952855,34.4707005102362,0
63.752377031608916,37.23733089381482,0
12.237048583885555,-7.827126350945832,0
80.0799681886061,32.71071815927969,1
50.6254611222157,57.02339600271452,1
39.13830888259512,8.19645062167627,0
23.950466636058803,38.773147926944645,0
30.26287492629041,40.66941877853584,1
50.11677967273239,55.74583706927354,0
26.1056627680608,46.7502793773501,0
52.28097908709449,51.326348191916374,0
37.388400876619706,33.81074484525983,0
37.32108790727645,18.625528678547603,0
50.162358741675945,37.04972854542527,0
21.153409786784415,42.859864080777974,2
32.17702779428133,62.36913707972063,0
35.26798536144659,23.584605970438062,1
49.07172907140926,76.33198579411716,0
61.287277799737595,47.58767966479344,2
20.267209821123956,33.582313713577825,0
37.52277148935579,32.80384100247471,0
19.489804739174648,42.60473273849554,0
37.370078949313026,43.98491839702792,0
46.00709524887852,45.19843085284085,0
30.27791520970336,54.563616319982785,0
62.73117465315088,35.082172538069415,0
46.25691054047574,46.595088103264985,0
44.65061640959844,39.97521185457965,3
39.78192731256346,69.70078083467403,0
49.79899992627602,17.881268620735263,1
65.02094896361757,77.17738775882651,0
40.92810074341258,31.745975650768607,0
31.07026398247403,28.717429224794348,1
97.4749963825649,40.55744757501543,0
40.44810783568721,48.24114339337059,0
35.133190910334086,39.551018817814274,0
48.62086919609497,53.962294486228835,1
14.444664706014459,38.2579449493693,1
19.560149196830913,35.3451485385895,1
12.672534533588212,31.131440191696328,0
14.139364732976128,63.907036208823484,3
23.131423001150484,50.76573151412887,0
30.29363266067355,27.645974557719452,0
29.62600902278447,38.215085505362,0
35.59502654605191,25.14226762998752,0
43.496091769268546,85.88635103053618,0
30.841315091865088,47.746577854233195,1
44.18294579931231,15.153823610319037,1
64.75994738203259,24.600967692988252,0
85.7637721347016,26.243690724759173,1
69.87690509391926,49.389735869666,4
80.45890089390677,19.532534982675315,0
35.969270490281986,24.51617184569324,0
15.227413083046077,41.23041131881722,0
34.493284000945685,43.75628768277163,2
22.08964054075086,36.687535938767994,0
36.196644824564295,38.771196632372344,0
19.418202916855748,23.47350807451206,0
39.37175378923985,51.692119451571735,0
25.46346216777876,14.976390799391762,1
25.36045480623024,42.53214548191332,0
61.27974821014461,71.70739208123038,0
39.8837354321849,39.50918537117894,1
37.1883869960179,24.014497147656,1
54.310895504340145,43.25005003678453,0
43.783068426728825,40.37696047867628,1
53.83803064323812,47.76700378098143,0
34.79255480684694,47.524455459424544,1
52.26693466764891,59.4333440291981,0
15.843819154987663,37.46948484691839,0
34.50102072742619,32.46334178311198,0
42.24940765354696,32.84273108880583,1
30.232964734510183,35.1498519973087,1
35.12491105868207,49.29828377253638,0
55.25395266454739,24.239757223962624,0
56.036558398173604,30.821142325335614,0
42.15314593465089,45.754610627217275,0
66.28881863458648,63.07267812414503,1
21.622395049870914,31.733055387581288,0
32.78224433403153,50.238373419774064,1
33.355565417821786,41.8731492617502,0
63.455058898537985,52.553813863858906,0
46.28724630680341,45.89180467399396,0
71.52047474524743,45.40573959552061,0
16.300695933545622,83.28829354679522,1
42.723075429676236,88.94675273873138,1
37.547033072639955,41.054758415545436,1
8.986320981888504,31.237856931183778,0
25.115199416688682,48.63065841478633,0
21.736192443310642,54.059949736749495,0
46.04883629953838,64.81049175924943,2
62.06444111618244,11.32520877352782,1
31.38283108179795,38.84036169934474,0
21.269883000907853,37.3798684152032,0
19.196700237699435,32.894913085182424,0
73.23592539808796,22.547048231108317,1
26.627503663143028,41.63181148231015,1
6.0800315917926095,55.56819533356696,0
28.07910878143215,26.33158531840227,1
16.041179877155827,46.31656980739168,0
38.370815348925156,51.297380692047476,0
36.633919955047695,69.65149551064975,0
31.255496397004197,54.52766936303245,1
17.401662117849575,43.71967978546958,2
36.05796839438384,49.67165811446987,1
33.36956390699196,56.44111735262373,0
35.13791547524972,46.81241570164974,1
29.54401897669794,56.801146122279675,0
50.62867101716453,40.01337052086197,0
56.74489883289588,63.00659813326089,0
19.17320890122753,37.35551016168098,0
49.02631415536907,34.71356253720235,0
58.25084145753102,37.977895717371524,0
89.69570088823622,30.44353854664634,1
39.74974530742196,56.317087766056254,0
29.797953408439938,21.41263913621723,0
52.832247832402416,38.49862913327721,1
30.066210813755713,49.86618991245458,2
59.72837801026178,45.181556414568654,0
34.95957124277902,44.37091187937175,0
25.47047883270977,42.8609802660911,1
38.63455264984466,47.46686733895581,0
32.822317109412886,29.9602197833818,2
31.443543670852595,37.80876879413604,1
12.888408266247898,41.13745444151061,0
57.78433046375135,51.83747153348677,0
57.602527466712985,59.14471860724634,0
45.382835952718864,43.01890341685944,1
47.14512896035339,56.014616859296325,1
23.34846447975377,46.34534894567982,1
9.32154996431585,43.94052906731728,0
40.4675325355336,56.766245283039424,0
34.65486362082693,23.286570182678084,1
40.04837591837463,51.63293940091431,0
7.805375032469884,34.71514137026439,0
49.828685888626595,60.579092542755596,0
23.183729945319367,35.13183874102597,0
6.26144138068118,40.34270021498791,3
20.792633122711106,21.528151556878814,0
76.76213499244255,50.50957508910969,2
68.28942867198343,38.735820804659625,2
12.755025825917523,36.942005605452366,0
25.940311326220364,45.410954028134434,0
31.601664810577823,19.95031984141011,1
64.5885868436705,34.601850745641364,1
51.62778646757805,42.2057429091732,0
17.782796468218677,66.97054499781419,0
38.30234029390903,47.75091090242657,0
31.68340727845381,50.940699727991195,2
32.17578395044016,45.929339077217755,0
26.981783117208213,96.14601056325087,0
31.794421487589627,58.48251729314609,1
49.08556311657162,14.50386751177479,0
33.639828065704435,48.334498679005264,0
35.16685157216224,61.354396504970964,0
51.78262452620085,23.237266496778666,0
44.195224144676324,46.57407539294973,0
52.00072971376927,36.92920379915321,1
23.503635697746358,32.180430127288425,1
36.9667726217259,65.03954985580256,0
36.40887326733862,35.05349454819859,0
33.867471037847224,35.19126876135758,2
31.001212189541643,31.480921235051003,0
67.22840569646914,28.67607542023505,0
29.46385176097873,36.802859785043694,1
59.648848822065865,36.06065520827549,1
81.69966540169766,27.18204958098876,0
21.089037865290045,44.58939221134753,2
17.529844572100963,7.053034282825081,0
11.603326955883364,46.523534769474644,1
59.25352931898155,59.644639902855154,0
59.974904075932784,37.03876800445695,0
21.71273783596464,50.31136695280993,0
52.37837662792488,41.212037394578005,0
25.007126147006943,80.27892514494235,1
37.60524200239526,59.59842577804302,0
57.478480383478086,32.00350526274129,2
44.375198353217954,64.37301807952474,4
23.790259176102303,81.167988993803,1
38.73807532101759,41.75206009788935,2
30.73428332354334,52.30214567675584,0
52.088274672395855,60.193493531006446,1
43.790608551702356,28.208489921455918,0
43.62470903398958,17.487212388433758,1
23.066611641484215,47.393523267234755,0
22.714477497801187,32.6662458050005,0
39.96487035940131,41.72674795404283,0
55.314439454635234,60.37264315857678,0
73.43731543533079,53.47500475948784,0
14.27229531109885,53.37205502140452,1
37.7785443339149,43.07062859500378,1
57.6341748571481,35.33398042415669,0
49.84682548947268,34.36830146652658,1
42.99769577198938,71.15604855174192,1
57.20078155462448,78.84196656018376,1
22.002825761500336,61.182324908294014,0
50.60463310597629,40.78731118385532,0
58.93871216426386,28.30740470582394,0
20.172616037857214,85.8170031544919,0
43.81837760487824,51.797137465062335,0
52.34664200970837,51.47784301137544,0
54.46245610841126,36.034956108665334,0
13.577719472767502,55.32230090370925,1
27.307191577519898,41.88325814421242,1
8.619174070442163,29.168042078629547,0
66.94561886137215,39.921259896977126,0
31.515362079662005,51.044882806932,1
22.06193357977041,67.99974602469618,0
20.92663211388212,21.378253486487832,1
28.007609239834114,26.41786547323673,0
58.98410248074094,38.601260957802324,0
23.48086353560074,30.960274096875757,0
71.0670123881591,45.037647147517504,0
17.705758569943118,37.62302896956061,0
92.25585168202444,46.87009706506549,1
28.30402900131832,47.51213864153447,0
71.85870627280904,24.691538074910458,0
67.00427949988779,41.86773644502494,0
66.87472388993328,33.019511013515725,0
35.94734363776264,62.07265432428393,1
19.06679848643822,34.80513158543969,1
41.622829163291584,37.57448214850605,1
24.86905287783892,31.383850811498203,2
67.15450823072517,44.5520033858271,1
40.592803806542875,42.71782179265034,0
37.83910875719939,67.22713212292632,1
25.65413723475737,44.54524091259146,0
30.087214373375314,65.18046495232272,0
48.25184028701469,68.07408403972178,0
44.52948251988287,39.6941120951099,1
52.380999525156895,42.37483966339871,0
54.332082193403714,36.3931494335822,0
56.60730075102919,26.58434410372989,0
20.564942530379618,80.37808920198577,0
45.521613511852905,36.4722236905351,0
44.07643713080291,31.4743667949461,0
17.32870534813729,29.087717059024406,1
46.79774041910915,35.61929323109058,0
66.61458941700732,40.445823052367295,2
47.33992360343101,63.639732056929375,0
18.198416335567543,72.19096638840581,0
24.916160546415963,13.778285219045529,1
42.63028035501136,68.81431492796861,1
22.874424411897134,70.16434840570915,2
49.09175105186094,35.70121093388761,0
38.10315003485443,31.335700933174714,0
55.99076178950228,52.828350828454504,1
32.76458862605304,35.427810834979084,0
43.09438012479886,67.46897616632063,3
26.715388757795537,52.36285847694849,2
84.3191909247045,33.684330072829866,0
37.40420722964239,49.38510442345055,2
20.022205775969415,46.05426675400667,0
59.67112274155971,16.195101169186685,0
32.18646207259333,30.19434551799175,1
58.29023055971658,35.13339599297833,1
32.485630586436216,50.692325899880785,0
12.086219592508474,53.49567772281186,0
22.694427435677962,63.09818958770179,0
37.058215271381144,34.42978863070575,1
19.36638401423243,22.76870495159175,1
31.836609501468153,32.29464725017524,0
54.907487177039016,34.40911516858075,2
46.20267355641703,32.97314918067062,1
39.89252275308382,44.67604617073682,0
32.27289402806704,55.47332442278662,0
68.72991033207235,38.822216636114405,0
40.429065476089114,52.51643827159576,0
26.923370566226275,59.55078580688394,1
54.08923998848796,44.84183256738614,0
47.938892241503424,27.938436031525693,0
24.85844292491441,40.81395356053808,0
62.81770396279565,60.30625656413775,1
40.957058543819855,54.45394788209032,0
43.42340093006013,28.990241066201744,0
64.69166367370526,62.661747735538086,0
18.38144696973734,40.04092014099773,2
25.604315279618326,28.909140431147225,2
65.1568321076871,44.52138831637725,1
24.642881691274233,22.125764614755774,1
37.869058217328856,54.753305047658344,0
69.3572141346448,62.16966776035109,1
21.60185542391701,29.98081282830299,1
12.660247513741263,42.474897480127076,1
20.25846420217426,58.074216143111315,1
37.632025041830175,25.037149054769372,0
33.75826018657833,26.67922938105953,2
31.99772943990185,41.44465219319284,0
30.558143997202905,40.816358126779605,0
24.469736586297117,45.732060125536265,0
31.08974531563216,43.42386340602795,1
45.25686440070472,25.053024599375288,1
51.959931055926624,20.774799610113085,0
47.41756306970979,25.228217115787643,0
30.736141140716516,52.54342170825764,1
33.953345880028216,59.26611278028718,0
54.97025405441902,43.665186007752155,0
54.61914721790003,55.65801039509179,1
80.90728947510017,35.87731946916641,1
32.130938598564555,39.493000911738754,0
19.53806820445835,58.86248975752237,0
38.930329919025695,51.97817175383746,0
48.64841551450446,47.64813353201288,1
56.63593462417507,42.788793859614046,0
29.065884344428127,27.6269609339386,0
41.90434668959552,46.28258678730153,1
51.0270038403339,49.64908021531626,1
37.4194862904502,78.1218081109992,0
33.7772196028308,43.815870915616465,0
45.61968300878403,39.455048092768266,3
12.180144369065683,49.22797573756736,0
11.616188129778,66.72492208066257,0
32.58335882827651,50.28119330560403,0
86.83687503544648,42.3145805117174,0
44.34892131085589,33.22433898933714,0
87.92803256829582,32.51203068598856,0
40.35688146504054,56.71702656421132,0
62.64278410169951,40.68306414090994,0
30.50007361222458,75.1044974716186,0
32.62922879350641,46.260071812221774,1
27.374916436051073,52.3210961071737,1
60.51580640946272,36.68755562023117,1
24.11398749625472,32.664092628013606,0
14.694197375679726,56.45721308609646,2
57.284947255780054,62.93458203149504,0
22.959234963439222,30.093494397508977,1
53.46637915063253,33.975510696833936,0
33.48556810599289,35.11668006088064,2
100.0,55.149585437947344,1
80.68211585024147,50.4261396259119,0
100.0,43.511011824269865,1
21.62021347646802,33.30155961341703,0
37.2929444149155,69.11870149444445,1
14.62565898299213,59.66402472971803,1
46.59003874815677,15.069282753763456,0
22.949328776209356,57.85079127090693,1
38.37048071474787,40.66993322026603,2
10.638095041284323,35.9774387091835,0
11.106824007751909,56.49336141808092,0
24.625265096817778,50.26495101304049,0
26.520191449542484,46.3349563242015,0
68.8248230065559,31.509944886110944,0
31.14699162086891,60.22065070480538,1
48.8177905824718,26.45386405035047,1
13.878738204968208,56.611916272442514,0
43.441632268044486,46.34570377863157,1
42.048288764502566,44.464189090222234,0
52.44249471129367,36.73259385975657,0
41.17208040719857,47.47026204826119,0
84.4388738078328,24.365710901685198,2
32.00754294718594,63.51964218371826,0
23.731185965630544,38.95500025752847,0
53.63780832174067,34.65336911605117,0
43.770975038128576,42.04808356905691,0
24.21068490377915,39.395637934410885,0
49.21649923829575,63.65103513224774,0
61.08660933810824,18.999549553714495,0
44.63515750216791,43.88692138454015,0
41.16068006632301,68.74118187174854,0
17.903170105730236,46.024191039462885,2
31.531994670827952,47.82673265414001,0
23.435517323064754,44.577311095161654,0
49.8338580435475,35.26389697142635,0
18.22420559238469,53.10272376203837,0
19.059020334874006,42.124715332764616,1
22.249734468320796,47.11166594328792,0
25.791525184826895,53.235545387028,1
20.974233537929454,51.62938411035662,0
30.860669228960127,46.45305760578801,1
32.31524702158672,58.478412548465414,2
57.65007240779634,60.175232440782196,0
23.831369482835076,56.77102630755623,0
26.217693967241395,60.82953232403296,0
48.314975306321855,65.33639241074407,2
52.966224121553495,26.904708572728474,1
39.6319050950684,86.36588931904498,0
48.17899761501737,47.34729058244423,0
14.300562330662231,41.353516809927,0
54.99964808238364,47.52878951572226,1
6.75180602819798,22.864681961750335,3
36.5252246420121,48.510823264026016,1
48.9860304565199,33.10342464533142,1
41.52945654184403,46.08963412511172,1
30.355135254844992,47.17240853788785,2
44.6272049728672,36.11057635789154,0
28.203547471264123,17.94492970348305,0
91.79827557531144,49.1056532987692,0
17.046556112116207,44.98424584016339,0
54.34756690859773,47.88520450094714,0
43.18672304912977,38.677389037450354,2
37.21735909267196,35.14622068078876,0
25.579523748044792,41.77357274848798,0
44.164124402521594,47.08726258578426,0
36.632541064741204,55.105077763173846,1
15.937312350377509,32.84734499925648,1
49.774956029091,56.86727289157217,3
44.814291748943596,54.80769892965484,0
23.67129565689145,52.8091519620226,0
58.84741829796601,72.4538278340735,0
57.28828871181894,18.609075771344738,0
20.272680018016786,74.25909415779017,1
44.909246759863166,35.195057294020934,0
52.656266038354715,48.62326013650698,1
17.782102624340553,45.66079267126735,0
